BASKET_ID,COMMODITY_DESC
26997082949,"['SEAFOOD-FRESH', 'FLUID MILK PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'BEERS/ALES', ' ', 'FROZEN MEAT', 'PORK', 'EGGS', 'MISC WINE', 'HEAT/SERVE', 'FRZN BREAKFAST FOODS', 'DIETARY AID PRODUCTS', 'CIGARETTES']"
26997166839,"['WATER - CARBONATED/FLVRD DRINK', 'REFRGRATD JUICES/DRNKS', 'SUGARS/SWEETNERS', 'FRZN VEGETABLE/VEG DSH', 'SOFT DRINKS', 'MARGARINES', 'SPICES & EXTRACTS', 'FROZEN BREAD/DOUGH', 'VEGETABLES - SHELF STABLE']"
26997328096,"['FLUID MILK PRODUCTS', 'SOFT DRINKS', 'CANDY - PACKAGED', 'ONIONS', 'EASTER', 'BREAD', 'TOYS AND GAMES']"
26997328369,['CONVENIENT BRKFST/WHLSM SNACKS']
27008755658,"['SOFT DRINKS', 'COUPON/MISC ITEMS']"
27008755998,"['BAKED BREAD/BUNS/ROLLS', 'REFRGRATD JUICES/DRNKS', 'FRZN POTATOES', 'CHICKEN', 'BREAKFAST SAUSAGE/SANDWICHES', 'SOFT DRINKS', 'FROZEN PIZZA', 'BACON', 'EGGS', 'BEEF', 'CHEESE', 'COOKIES', 'BAKED SWEET GOODS', 'BAG SNACKS']"
27008801708,"['MISC. DAIRY', 'SOFT DRINKS', 'CANDY - CHECKLANE', 'EGGS', 'BEEF', 'BAKED SWEET GOODS', 'HISPANIC']"
27008809354,['SOFT DRINKS']
27008810686,"['DRY SAUCES/GRAVY', 'BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'ONIONS', 'MUSHROOMS', 'SPICES & EXTRACTS', 'DRY MIX DESSERTS']"
27008811603,['SEAFOOD - MISC']
27008812718,['SOFT DRINKS']
27008813029,"['VEGETABLES - ALL OTHERS', 'CARROTS', 'SALADS/DIPS', 'BERRIES', 'BAKED BREAD/BUNS/ROLLS', 'SMOKED MEATS', 'TROPICAL FRUIT', 'BEANS - CANNED GLASS & MW', 'ONIONS', 'HAND/BODY/FACIAL PRODUCTS', 'POTATOES', 'FRUIT - SHELF STABLE', 'FLUID MILK PRODUCTS', 'COFFEE', 'BATH TISSUES', 'CANNED MILK', 'DRIED FRUIT', 'BACON', 'SPRING/SUMMER SEASONAL', 'SALD DRSNG/SNDWCH SPRD', 'BAG SNACKS', 'REFRGRATD JUICES/DRNKS', 'PICKLE/RELISH/PKLD VEG', 'ROSES', 'SOFT DRINKS', 'CANDY - PACKAGED', 'EGGS', 'CONDIMENTS/SAUCES']"
27008817920,"['COFFEE', 'COOKIES/CONES', 'SOFT DRINKS']"
27008818277,"['EGGS', 'BEEF', 'CANDY - PACKAGED']"
27008831267,"['BAKING MIXES', 'BAKING NEEDS']"
27008831408,"['BREAKFAST SAUSAGE/SANDWICHES', 'COOKIES', 'FRZN BREAKFAST FOODS', 'VEGETABLES - SHELF STABLE', 'OLIVES', 'SHORTENING/OIL', 'BAKED BREAD/BUNS/ROLLS', 'TROPICAL FRUIT', 'FRZN NOVELTIES/WTR ICE', 'CANDY - CHECKLANE', 'MOLASSES/SYRUP/PANCAKE MIXS', 'WAREHOUSE SNACKS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'CRACKERS/MISC BKD FD', 'FLUID MILK PRODUCTS', 'BREAKFAST SWEETS', 'COFFEE', 'BACON', 'MILK BY-PRODUCTS', 'MAGAZINE', 'EASTER', 'HEAT/SERVE', 'BAKING MIXES', 'BAKED SWEET GOODS', 'PNT BTR/JELLY/JAMS', 'BAG SNACKS', 'YOGURT', 'LUNCHMEAT', 'REFRGRATD JUICES/DRNKS', 'CHICKEN', 'SUGARS/SWEETNERS', 'SOFT DRINKS', 'EGGS', 'BEEF', 'REFRGRATD DOUGH PRODUCTS']"
27008831439,"['FLUID MILK PRODUCTS', 'ISOTONIC DRINKS', 'CANDY - PACKAGED', 'CANDY - CHECKLANE', 'SOUP', 'EGGS', 'EASTER', 'VEGETABLES - SHELF STABLE']"
27008832359,"['LUNCHMEAT', 'FRUIT - SHELF STABLE', 'FLUID MILK PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'BEERS/ALES', 'FRZN MEAT/MEAT DINNERS', 'SEAFOOD - FROZEN', 'MISC WINE', 'PASTA SAUCE', 'CHEESE', 'DRY BN/VEG/POTATO/RICE', 'YOGURT']"
27008832775,"['DRY MIX DESSERTS', 'COOKIES/CONES', 'BAKING MIXES', 'FRUIT - SHELF STABLE']"
27008841762,"['BEERS/ALES', 'SOFT DRINKS', 'FROZEN MEAT', 'CONDIMENTS/SAUCES']"
27008841880,"['SEAFOOD-FRESH', 'WATER - CARBONATED/FLVRD DRINK', 'HAIR CARE PRODUCTS', 'FLUID MILK PRODUCTS', 'ORGANICS FRUIT & VEGETABLES', 'TOMATOES', 'HAND/BODY/FACIAL PRODUCTS', 'VEGETABLES SALAD', 'VEGETABLES - SHELF STABLE', 'HOT CEREAL', 'CITRUS', 'PEPPERS-ALL', 'CONDIMENTS/SAUCES']"
27008843374,"['COUPON', 'BREAKFAST SAUSAGE/SANDWICHES', 'DEODORANTS', 'GRAPES', 'BAKED BREAD/BUNS/ROLLS', 'SNACK NUTS', 'TROPICAL FRUIT', 'TOMATOES', 'CONVENIENT BRKFST/WHLSM SNACKS', 'SALAD BAR', 'FLUID MILK PRODUCTS', 'BOOKSTORE', 'SPRING/SUMMER SEASONAL', 'BACON', 'EASTER', 'BAKED SWEET GOODS', 'BAG SNACKS', 'LUNCHMEAT', 'EGGS', 'CHEESE', 'VEGETABLES SALAD', 'VALUE ADDED FRUIT']"
27008846527,"['MISC. DAIRY', 'BAKED BREAD/BUNS/ROLLS', 'VEGETABLES - ALL OTHERS', 'SMOKED MEATS', 'SALD DRSNG/SNDWCH SPRD', 'POPCORN', 'BREAKFAST SAUSAGE/SANDWICHES', 'SOFT DRINKS', 'ONIONS', 'CHEESES', 'EGGS', 'SOUP', 'TOMATOES', 'DELI MEATS', 'POTATOES', 'FRZN BREAKFAST FOODS']"
27008850617,"['DRY SAUCES/GRAVY', 'LUNCHMEAT', 'BROOMS AND MOPS', 'TROPICAL FRUIT', 'BREAKFAST SAUSAGE/SANDWICHES', 'COFFEE', 'FRZN MEAT/MEAT DINNERS', 'FROZEN MEAT', 'REFRIGERATED', 'EGGS', 'EASTER', 'FRZN POTATOES']"
27008905909,['FROZEN PIZZA']
27008911488,"['DRY SAUCES/GRAVY', 'ROLLS', 'PAPER HOUSEWARES', 'FRZN BREAKFAST FOODS', 'REFRGRATD DOUGH PRODUCTS', 'BUTTER', 'BAKED BREAD/BUNS/ROLLS', 'PORK', 'MOLASSES/SYRUP/PANCAKE MIXS', 'TOMATOES', 'FLUID MILK PRODUCTS', 'BACON', 'MILK BY-PRODUCTS', 'BAKING MIXES', 'APPLES', 'CHIPS&SNACKS', 'HISPANIC', 'HOT CEREAL', 'BAG SNACKS', 'YOGURT', 'GREETING CARDS/WRAP/PARTY SPLY', 'REFRGRATD JUICES/DRNKS', 'CHICKEN', 'CANDY - PACKAGED', 'TURKEY', 'BEEF', 'CHEESE', 'VEGETABLES SALAD', 'MEAT - SHELF STABLE']"
27008925887,"['CAT FOOD', 'CAT LITTER', 'REFRIGERATED']"
27008939275,"['BROCCOLI/CAULIFLOWER', 'CARROTS', 'MELONS', 'BERRIES', 'FRZN ICE', 'GRAPES', 'WATER - CARBONATED/FLVRD DRINK', 'TROPICAL FRUIT', 'ISOTONIC DRINKS', 'CANDY - CHECKLANE', 'TOMATOES', 'CRACKERS/MISC BKD FD', 'FRUIT - SHELF STABLE', 'SPRING/SUMMER SEASONAL', 'ICE CREAM/MILK/SHERBTS', 'APPLES', 'SALD DRSNG/SNDWCH SPRD', 'SOFT DRINKS', 'CANDY - PACKAGED', 'ORGANICS FRUIT & VEGETABLES', 'CHEESE', 'VEGETABLES SALAD', 'VALUE ADDED FRUIT']"
27008940074,"['FLOUR & MEALS', 'COLD CEREAL', 'LAMB', 'FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'BAKED BREAD/BUNS/ROLLS', 'MOLASSES/SYRUP/PANCAKE MIXS', 'TEAS', 'FLUID MILK PRODUCTS', 'BATH TISSUES', 'ICE CREAM/MILK/SHERBTS', 'BAKING MIXES', 'SALD DRSNG/SNDWCH SPRD', 'HOT CEREAL', 'SOAP - LIQUID & BAR', 'PNT BTR/JELLY/JAMS', 'YOGURT', 'CANNED JUICES', 'EGGS', 'CHEESE', 'REFRGRATD DOUGH PRODUCTS']"
27008952267,"['TROPICAL FRUIT', 'TOMATOES', 'FRZN ICE', 'BAG SNACKS', 'HISPANIC']"
27008952287,"['BEERS/ALES', 'SOFT DRINKS']"
27008972386,"['BROCCOLI/CAULIFLOWER', 'BAKED BREAD/BUNS/ROLLS', 'VEGETABLES - SHELF STABLE', 'CANDY - PACKAGED', 'DRY BN/VEG/POTATO/RICE', 'BAKED SWEET GOODS']"
27008972400,"['TROPICAL FRUIT', 'BREAKFAST SWEETS', 'DRIED FRUIT', 'CANDY - PACKAGED', 'BAKING NEEDS', 'SOUP', 'EGGS', 'CHEESE', 'BAKING MIXES', 'VEGETABLES - SHELF STABLE', 'PNT BTR/JELLY/JAMS', 'CITRUS']"
27008999539,['FROZEN PIZZA']
27009010170,"['CRACKERS/MISC BKD FD', 'DINNER MXS:DRY', 'TROPICAL FRUIT', 'PAPER TOWELS', 'SOFT DRINKS', 'ORGANICS FRUIT & VEGETABLES', 'ROLLS', 'SOUP', 'TOMATOES', 'DELI MEATS', 'VALUE ADDED FRUIT', 'APPLES', 'DIAPERS & DISPOSABLES', 'SALD DRSNG/SNDWCH SPRD', 'CITRUS', 'YOGURT']"
27009037220,['CANDY - PACKAGED']
27009045265,"['FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'BEERS/ALES', 'ADULT INCONTINENCE', 'CANDY - CHECKLANE', 'SEAFOOD - FROZEN', 'SALD DRSNG/SNDWCH SPRD', 'BAG SNACKS', 'ORAL HYGIENE PRODUCTS']"
27009065728,"['DRY NOODLES/PASTA', 'FLUID MILK PRODUCTS', 'HAIR CARE PRODUCTS', 'SUGARS/SWEETNERS', 'PASTA SAUCE', 'CHEESE']"
27009082349,"['SEAFOOD - SHELF STABLE', 'PIES', 'CITRUS', 'ONIONS', 'CANDY - PACKAGED', 'BERRIES', 'CHEESES', 'MILK BY-PRODUCTS', 'SOFT DRINKS', 'BAG SNACKS', 'BAKING NEEDS', 'DELI MEATS', 'BAKING MIXES', 'CONVENIENT BRKFST/WHLSM SNACKS', 'PNT BTR/JELLY/JAMS', 'GRAPES']"
27009107851,"['BABY FOODS', 'ELECTRICAL SUPPPLIES', 'COLD CEREAL', 'AUTOMOTIVE PRODUCTS', 'FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'FROZEN - BOXED(GROCERY)', 'HAIR CARE PRODUCTS', 'HOUSEHOLD CLEANG NEEDS', 'TEAS', 'VALUE ADDED VEGETABLES', 'FLUID MILK PRODUCTS', 'LUNCHMEAT', 'AIR CARE', 'REFRGRATD JUICES/DRNKS', 'SOFT DRINKS', 'PET CARE SUPPLIES', 'CHEESE', 'MEAT - MISC']"
27009148326,"['PROCESSED', 'BAKED BREAD/BUNS/ROLLS', 'TROPICAL FRUIT', 'CANDY - CHECKLANE']"
27009172126,"['ANALGESICS', 'SALD DRSNG/SNDWCH SPRD']"
27009222177,"['BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'HAIR CARE PRODUCTS', 'AIR CARE', 'COLD CEREAL', 'BEERS/ALES', 'PAPER TOWELS', 'BATH TISSUES', 'SOFT DRINKS', 'HOUSEHOLD CLEANG NEEDS', 'PAPER HOUSEWARES', 'SOAP - LIQUID & BAR', 'PNT BTR/JELLY/JAMS']"
27009271101,"['FEMININE HYGIENE', 'GREETING CARDS/WRAP/PARTY SPLY']"
27009291840,"['FRUIT - SHELF STABLE', 'BAKED BREAD/BUNS/ROLLS', 'DINNER MXS:DRY', 'FLUID MILK PRODUCTS', 'PWDR/CRYSTL DRNK MX', 'SOFT DRINKS', 'BEEF', 'CHEESE', 'MEAT - SHELF STABLE', 'BAKED SWEET GOODS']"
27009301476,"['BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'SUGARS/SWEETNERS', 'SOFT DRINKS', 'TOMATOES', 'DELI MEATS', 'CHEESE', 'BAG SNACKS', 'ICE CREAM/MILK/SHERBTS']"
27009304297,"['SOFT DRINKS', 'CANDY - CHECKLANE', 'AUTOMOTIVE PRODUCTS', 'CONDIMENTS/SAUCES']"
27011056606,"['FRZN BREAKFAST FOODS', 'COOKIES/CONES', 'BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'FRZN MEAT/MEAT DINNERS', 'FEMININE HYGIENE', 'FROZEN PIZZA', 'CANDY - PACKAGED', 'SPICES & EXTRACTS', 'COOKIES', 'MEAT - SHELF STABLE', 'BAKED SWEET GOODS', 'BAG SNACKS']"
27020688259,['SOFT DRINKS']
27020952500,"['SEAFOOD-FRESH', 'BAKED BREAD/BUNS/ROLLS', 'VEGETABLES - ALL OTHERS', 'SEAFOOD - SHELF STABLE', 'EGGS', 'TOMATOES', 'HERBS', 'SPICES & EXTRACTS', 'SEAFOOD - FROZEN', 'CHEESE', 'SALD DRSNG/SNDWCH SPRD', 'CITRUS']"
27020959097,"['POPCORN', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'EGGS', 'BEEF']"
27020978208,"['SOFT DRINKS', 'ICE CREAM/MILK/SHERBTS']"
27020988227,"['SOFT DRINKS', 'CHEESE', 'BREAKFAST SWEETS']"
27020989102,"['BROCCOLI/CAULIFLOWER', 'DRY NOODLES/PASTA', 'VEGETABLES - ALL OTHERS']"
27021016160,['EGGS']
27021022215,"['VEGETABLES - ALL OTHERS', 'COLD CEREAL', 'PAPER TOWELS', 'COLD AND FLU', 'BAKED BREAD/BUNS/ROLLS', 'WATER - CARBONATED/FLVRD DRINK', 'ONIONS', 'PORK', 'WAREHOUSE SNACKS', 'DELI MEATS', 'POTATOES', 'FRUIT - SHELF STABLE', 'FLUID MILK PRODUCTS', 'FRZN VEGETABLE/VEG DSH', 'MILK BY-PRODUCTS', 'ICE CREAM/MILK/SHERBTS', 'HISPANIC', 'SALD DRSNG/SNDWCH SPRD', 'BAG SNACKS', 'LUNCHMEAT', 'DINNER MXS:DRY', 'DISHWASH DETERGENTS', 'EGGS', 'BEEF', 'VEGETABLES SALAD', 'DRY BN/VEG/POTATO/RICE', 'MEAT - SHELF STABLE', 'CONDIMENTS/SAUCES']"
27021028944,['EASTER']
27021051237,"['EASTER', 'SOAP - LIQUID & BAR', 'FRZN ICE', 'FLORAL- HARD GOODS']"
27021060995,"['BAKED BREAD/BUNS/ROLLS', 'SOFT DRINKS', 'FROZEN PIZZA', 'FROZEN BREAD/DOUGH']"
27021090186,"['LIQUOR', 'TROPICAL FRUIT', 'CIGARETTES']"
27021090189,"['VEGETABLES - ALL OTHERS', 'TROPICAL FRUIT', 'REFRGRATD JUICES/DRNKS', 'CARROTS', 'ONIONS', 'CANDY - PACKAGED', 'SOUP', 'MILK BY-PRODUCTS', 'HERBS', 'SPICES & EXTRACTS', 'CHEESE', 'DRY MIX DESSERTS', 'POTATOES', 'VEGETABLES - SHELF STABLE', 'PNT BTR/JELLY/JAMS', 'OLIVES']"
27021090316,"['SHORTENING/OIL', 'LUNCHMEAT', 'CRACKERS/MISC BKD FD', 'BAKED BREAD/BUNS/ROLLS', 'FLOUR & MEALS', 'COLD CEREAL', 'FLUID MILK PRODUCTS', 'CHICKEN', 'SOFT DRINKS', 'FROZEN PIZZA', 'EGGS', 'MARGARINES', 'REFRGRATD DOUGH PRODUCTS', 'HOT DOGS']"
27021108020,['BREAKFAST SWEETS']
27021114461,"['FLUID MILK PRODUCTS', 'CAKES', 'CHEESES', 'MILK BY-PRODUCTS', 'BEEF', 'CHEESE', 'SNACKS', 'BERRIES', 'BREAD', 'VEGETABLES SALAD']"
27021122253,"['MAGAZINE', 'ORAL HYGIENE PRODUCTS', 'CANDY - CHECKLANE']"
27021140059,"['BEERS/ALES', 'SOFT DRINKS']"
27021162328,"['EASTER', 'CANDY - PACKAGED', 'FLORAL- HARD GOODS']"
27021169556,"['DINNER SAUSAGE', 'PAPER HOUSEWARES', 'CONDIMENTS/SAUCES']"
27021180132,['FLUID MILK PRODUCTS']
27021203242,"['FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'SHORTENING/OIL', 'BAKED BREAD/BUNS/ROLLS', 'WATER - CARBONATED/FLVRD DRINK', 'CHEESES', 'DELI MEATS', 'FLUID MILK PRODUCTS', 'FRZN VEGETABLE/VEG DSH', 'BAG SNACKS', 'YOGURT', 'REFRGRATD JUICES/DRNKS', 'SOFT DRINKS', 'FROZEN MEAT', 'EGGS', 'SEAFOOD - FROZEN', 'CHEESE', 'FRZN POTATOES', 'MEAT - MISC']"
27021248054,"['BABY FOODS', 'MISCELLANEOUS', 'VEGETABLES - SHELF STABLE', 'WATER - CARBONATED/FLVRD DRINK', 'SEAFOOD - SHELF STABLE', 'HAIR CARE PRODUCTS', 'CANDY - CHECKLANE', 'CHEESES', 'BATH', 'SPICES & EXTRACTS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'TOYS AND GAMES', 'CRACKERS/MISC BKD FD', 'BEERS/ALES', 'COFFEE', 'BACON', 'FD WRAPS/BAGS/TRSH BG', 'STONE FRUIT', 'HISPANIC', 'VALUE ADDED FRUIT', 'BAG SNACKS', 'CANNED JUICES', 'TOBACCO OTHER', 'COOKIES/CONES', 'J-HOOKS', 'SUGARS/SWEETNERS', 'SOFT DRINKS', 'ORGANICS FRUIT & VEGETABLES', 'EGGS', 'STATIONERY & SCHOOL SUPPLIES', 'SEAFOOD - FROZEN', 'BEEF', 'VEGETABLES SALAD', 'FRZN POTATOES', 'MEAT - MISC', 'CITRUS', 'PLASTIC HOUSEWARES', 'CONDIMENTS/SAUCES']"
27021262230,"['ROLLS', 'BATH TISSUES', 'PAPER TOWELS', 'BREAKFAST SWEETS']"
27021262255,['SOFT DRINKS']
27021262263,"['SHORTENING/OIL', 'SUGARS/SWEETNERS', 'BROOMS AND MOPS', 'DISPOSIBLE FOILWARE']"
27021262361,"['DRY SAUCES/GRAVY', 'LUNCHMEAT', 'SHORTENING/OIL', 'BAKED BREAD/BUNS/ROLLS', 'FLOUR & MEALS', 'CHICKEN', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'FROZEN PIZZA', 'PORK', 'OLIVES', 'SOUP', 'ICE CREAM/MILK/SHERBTS', 'VEGETABLES - SHELF STABLE', 'PNT BTR/JELLY/JAMS', 'YOGURT', 'CONDIMENTS/SAUCES']"
27021297025,"['BROCCOLI/CAULIFLOWER', 'VEGETABLES - ALL OTHERS', 'COLD CEREAL', 'CARROTS', 'SOUP', 'GRAPES', 'ONIONS', 'TOMATOES', 'PEPPERS-ALL', 'BREAKFAST SWEETS', 'BEERS/ALES', 'COFFEE', 'IMPORTED WINE', 'MILK BY-PRODUCTS', 'FD WRAPS/BAGS/TRSH BG', 'PROCESSED', 'PNT BTR/JELLY/JAMS', 'KITCHEN GADGETS', 'SALD DRSNG/SNDWCH SPRD', 'PREPARED FOOD', 'SUGARS/SWEETNERS', 'SOFT DRINKS', 'CANDY - PACKAGED', 'VEGETABLES SALAD', 'PLASTIC HOUSEWARES', 'CONDIMENTS/SAUCES']"
27021343894,"['ROLLS', 'BATH TISSUES', 'SOFT DRINKS']"
27021343896,"['HAIR CARE PRODUCTS', 'BREAKFAST SWEETS', 'SOFT DRINKS', 'ROLLS', 'MAKEUP AND TREATMENT', 'EASTER', 'CHEESE', 'SALADS/DIPS']"
27021363165,"['PAPER TOWELS', 'BREAKFAST SAUSAGE/SANDWICHES', 'PAPER HOUSEWARES', 'COOKIES', 'VEGETABLES - SHELF STABLE', 'SHORTENING/OIL', 'DRY NOODLES/PASTA', 'BAKED BREAD/BUNS/ROLLS', 'SMOKED MEATS', 'BEANS - CANNED GLASS & MW', 'SALAD MIX', 'FEMININE HYGIENE', 'CANDY - CHECKLANE', 'DELI MEATS', 'DINNER SAUSAGE', 'POTATOES', 'CRACKERS/MISC BKD FD', 'FRUIT - SHELF STABLE', 'FLUID MILK PRODUCTS', 'BREAKFAST SWEETS', 'FRZN VEGETABLE/VEG DSH', 'COFFEE', 'BATH TISSUES', 'BACON', 'MILK BY-PRODUCTS', 'MARGARINES', 'MAGAZINE', 'BAKING MIXES', 'SALD DRSNG/SNDWCH SPRD', 'BAKED SWEET GOODS', 'BAG SNACKS', 'ORAL HYGIENE PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'SOFT DRINKS', 'EGGS', 'BEEF', 'HERBS', 'CHEESE', 'FROZEN BREAD/DOUGH', 'FRZN POTATOES', 'MEAT - MISC', 'CONDIMENTS/SAUCES']"
