support,itemsets,itemset_length
0.030547705557798413,"BAG SNACKS, CRACKERS/MISC BKD FD",2
0.025568564123267395,"BAG SNACKS, DELI MEATS",2
0.025837706903512312,"BAG SNACKS, EGGS",2
0.059211411653882384,"BAG SNACKS, FLUID MILK PRODUCTS",2
0.03391199031085991,"BAG SNACKS, FROZEN PIZZA",2
0.027721706365226754,"BAG SNACKS, FRZN MEAT/MEAT DINNERS",2
0.022473422150450815,"BAG SNACKS, HISPANIC",2
0.020993136859103756,"BAG SNACKS, HOT DOGS",2
0.031489705288655634,"BAG SNACKS, LUNCHMEAT",2
0.028394563315839054,"BAG SNACKS, MILK BY-PRODUCTS",2
0.02866370609608397,"BAG SNACKS, REFRGRATD JUICES/DRNKS",2
0.027452563584981833,"BAG SNACKS, SALD DRSNG/SNDWCH SPRD",2
0.08181940519445566,"BAG SNACKS, SOFT DRINKS",2
0.021531422419593594,"BAG SNACKS, SOUP",2
0.022742564930695736,"BAG SNACKS, TOMATOES",2
0.03714170367379895,"BAG SNACKS, TROPICAL FRUIT",2
0.025030278562777553,"BAG SNACKS, VEGETABLES - SHELF STABLE",2
0.020723994078858835,"BAG SNACKS, YOGURT",2
0.03377741892073745,"BAKED BREAD/BUNS/ROLLS, BAKED SWEET GOODS",2
0.022742564930695736,"BAKED BREAD/BUNS/ROLLS, BATH TISSUES",2
0.020185708518368994,"BAKED BREAD/BUNS/ROLLS, BEANS - CANNED GLASS & MW",2
0.07145740815502624,"BAKED BREAD/BUNS/ROLLS, BEEF",2
0.020185708518368994,"BAKED BREAD/BUNS/ROLLS, BEERS/ALES",2
0.023011707710940653,"BAKED BREAD/BUNS/ROLLS, CANDY - CHECKLANE",2
0.025703135513389853,"BAKED BREAD/BUNS/ROLLS, CANDY - PACKAGED",2
0.03552684699232943,"BAKED BREAD/BUNS/ROLLS, CANNED JUICES",2
0.08504911855739469,"BAKED BREAD/BUNS/ROLLS, CHEESE",2
0.024088278831920332,"BAKED BREAD/BUNS/ROLLS, CHEESES",2
0.028932848876328892,"BAKED BREAD/BUNS/ROLLS, CHICKEN",2
0.04884941461445297,"BAKED BREAD/BUNS/ROLLS, COLD CEREAL",2
0.045619701251513926,"BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES",2
0.02866370609608397,"BAKED BREAD/BUNS/ROLLS, CONVENIENT BRKFST/WHLSM SNACKS",2
0.03794913201453371,"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",2
0.03902570313551339,"BAKED BREAD/BUNS/ROLLS, CRACKERS/MISC BKD FD",2
0.04037141703673799,"BAKED BREAD/BUNS/ROLLS, DELI MEATS",2
0.031220562508410713,"BAKED BREAD/BUNS/ROLLS, DINNER MXS:DRY",2
0.027856277755349212,"BAKED BREAD/BUNS/ROLLS, DINNER SAUSAGE",2
0.027048849414614454,"BAKED BREAD/BUNS/ROLLS, DRY BN/VEG/POTATO/RICE",2
0.028125420535594133,"BAKED BREAD/BUNS/ROLLS, DRY NOODLES/PASTA",2
0.04844570044408559,"BAKED BREAD/BUNS/ROLLS, EGGS",2
0.021531422419593594,"BAKED BREAD/BUNS/ROLLS, FD WRAPS/BAGS/TRSH BG",2
0.1032162562239268,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS",2
0.03794913201453371,"BAKED BREAD/BUNS/ROLLS, FROZEN PIZZA",2
0.028125420535594133,"BAKED BREAD/BUNS/ROLLS, FRUIT - SHELF STABLE",2
0.04077513120710537,"BAKED BREAD/BUNS/ROLLS, FRZN MEAT/MEAT DINNERS",2
0.020320279908491456,"BAKED BREAD/BUNS/ROLLS, FRZN NOVELTIES/WTR ICE",2
0.02691427802449199,"BAKED BREAD/BUNS/ROLLS, HISPANIC",2
0.03889113174539093,"BAKED BREAD/BUNS/ROLLS, HOT DOGS",2
0.025299421343022474,"BAKED BREAD/BUNS/ROLLS, ICE CREAM/MILK/SHERBTS",2
0.04979141434531019,"BAKED BREAD/BUNS/ROLLS, LUNCHMEAT",2
0.023819136051675415,"BAKED BREAD/BUNS/ROLLS, MARGARINES",2
0.02974027721706365,"BAKED BREAD/BUNS/ROLLS, MEAT - SHELF STABLE",2
0.034181133091104834,"BAKED BREAD/BUNS/ROLLS, MILK BY-PRODUCTS",2
0.028125420535594133,"BAKED BREAD/BUNS/ROLLS, ONIONS",2
0.024357421612165253,"BAKED BREAD/BUNS/ROLLS, PASTA SAUCE",2
0.02691427802449199,"BAKED BREAD/BUNS/ROLLS, PNT BTR/JELLY/JAMS",2
0.021531422419593594,"BAKED BREAD/BUNS/ROLLS, PORK",2
0.022877136320818194,"BAKED BREAD/BUNS/ROLLS, POTATOES",2
0.04804198627371821,"BAKED BREAD/BUNS/ROLLS, REFRGRATD JUICES/DRNKS",2
0.027048849414614454,"BAKED BREAD/BUNS/ROLLS, SALAD MIX",2
0.03821827479477863,"BAKED BREAD/BUNS/ROLLS, SALD DRSNG/SNDWCH SPRD",2
0.09500740142645674,"BAKED BREAD/BUNS/ROLLS, SOFT DRINKS",2
0.03512313282196205,"BAKED BREAD/BUNS/ROLLS, SOUP",2
0.03727627506392141,"BAKED BREAD/BUNS/ROLLS, TOMATOES",2
0.05813484053290271,"BAKED BREAD/BUNS/ROLLS, TROPICAL FRUIT",2
0.024895707172655095,"BAKED BREAD/BUNS/ROLLS, VEGETABLES - ALL OTHERS",2
0.03808370340465617,"BAKED BREAD/BUNS/ROLLS, VEGETABLES - SHELF STABLE",2
0.025030278562777553,"BAKED BREAD/BUNS/ROLLS, VEGETABLES SALAD",2
0.024088278831920332,"BAKED BREAD/BUNS/ROLLS, WATER - CARBONATED/FLVRD DRINK",2
0.03068227694792087,"BAKED BREAD/BUNS/ROLLS, YOGURT",2
0.022607993540573273,"BAKED SWEET GOODS, CHEESE",2
0.03350827614049253,"BAKED SWEET GOODS, FLUID MILK PRODUCTS",2
0.03175884806890055,"BAKED SWEET GOODS, SOFT DRINKS",2
0.023146279101063115,"BATH TISSUES, FLUID MILK PRODUCTS",2
0.024222850222042795,"BATH TISSUES, SOFT DRINKS",2
0.020858565468981294,"BEEF, CANNED JUICES",2
0.05759655497241287,"BEEF, CHEESE",2
0.02974027721706365,"BEEF, CHICKEN",2
0.027317992194859374,"BEEF, COLD CEREAL",2
0.03391199031085991,"BEEF, CONDIMENTS/SAUCES",2
0.022877136320818194,"BEEF, COOKIES/CONES",2
0.025164849952900012,"BEEF, CRACKERS/MISC BKD FD",2
0.022204279370205894,"BEEF, DINNER MXS:DRY",2
0.020993136859103756,"BEEF, DRY BN/VEG/POTATO/RICE",2
0.023684564661552953,"BEEF, DRY NOODLES/PASTA",2
0.030278562777553492,"BEEF, EGGS",2
0.06069169694522945,"BEEF, FLUID MILK PRODUCTS",2
0.024491993002287715,"BEEF, FROZEN PIZZA",2
0.026375992464002154,"BEEF, FRZN MEAT/MEAT DINNERS",2
0.025030278562777553,"BEEF, HISPANIC",2
0.023011707710940653,"BEEF, HOT DOGS",2
0.027452563584981833,"BEEF, LUNCHMEAT",2
0.026510563854124612,"BEEF, MILK BY-PRODUCTS",2
0.023011707710940653,"BEEF, ONIONS",2
0.022607993540573273,"BEEF, PASTA SAUCE",2
0.025703135513389853,"BEEF, PORK",2
0.021531422419593594,"BEEF, POTATOES",2
0.028259991925716592,"BEEF, REFRGRATD JUICES/DRNKS",2
0.025568564123267395,"BEEF, SALD DRSNG/SNDWCH SPRD",2
0.05907684026375992,"BEEF, SOFT DRINKS",2
0.025703135513389853,"BEEF, SOUP",2
0.025299421343022474,"BEEF, TOMATOES",2
0.03512313282196205,"BEEF, TROPICAL FRUIT",2
0.021800565199838515,"BEEF, VEGETABLES - ALL OTHERS",2
0.03216256223926793,"BEEF, VEGETABLES - SHELF STABLE",2
0.021396851029471135,"BEERS/ALES, SOFT DRINKS",2
0.021127708249226215,"BERRIES, FLUID MILK PRODUCTS",2
0.025837706903512312,"CANDY - CHECKLANE, FLUID MILK PRODUCTS",2
0.03310456197012515,"CANDY - CHECKLANE, SOFT DRINKS",2
0.020185708518368994,"CANDY - PACKAGED, CHEESE",2
0.025837706903512312,"CANDY - PACKAGED, FLUID MILK PRODUCTS",2
0.030278562777553492,"CANDY - PACKAGED, SOFT DRINKS",2
0.030143991387431034,"CANNED JUICES, CHEESE",2
0.023011707710940653,"CANNED JUICES, COLD CEREAL",2
0.020185708518368994,"CANNED JUICES, EGGS",2
0.03700713228367649,"CANNED JUICES, FLUID MILK PRODUCTS",2
0.03068227694792087,"CANNED JUICES, SOFT DRINKS",2
0.025164849952900012,"CANNED JUICES, TROPICAL FRUIT",2
0.024491993002287715,"CHEESE, CHICKEN",2
0.03902570313551339,"CHEESE, COLD CEREAL",2
0.03498856143183959,"CHEESE, CONDIMENTS/SAUCES",2
0.022877136320818194,"CHEESE, CONVENIENT BRKFST/WHLSM SNACKS",2
0.027183420804736912,"CHEESE, COOKIES/CONES",2
0.03471941865159467,"CHEESE, CRACKERS/MISC BKD FD",2
0.025433992733144933,"CHEESE, DELI MEATS",2
0.024491993002287715,"CHEESE, DINNER MXS:DRY",2
0.020858565468981294,"CHEESE, DINNER SAUSAGE",2
0.021935136589960973,"CHEESE, DRY BN/VEG/POTATO/RICE",2
0.024357421612165253,"CHEESE, DRY NOODLES/PASTA",2
0.04535055847126901,"CHEESE, EGGS",2
0.08060826268335351,"CHEESE, FLUID MILK PRODUCTS",2
0.031489705288655634,"CHEESE, FROZEN PIZZA",2
0.021800565199838515,"CHEESE, FRUIT - SHELF STABLE",2
0.028529134705961513,"CHEESE, FRZN MEAT/MEAT DINNERS",2
0.027048849414614454,"CHEESE, HISPANIC",2
0.024895707172655095,"CHEESE, HOT DOGS",2
0.021396851029471135,"CHEESE, ICE CREAM/MILK/SHERBTS",2
0.04171713093796259,"CHEESE, LUNCHMEAT",2
0.022877136320818194,"CHEESE, MARGARINES",2
0.022473422150450815,"CHEESE, MEAT - SHELF STABLE",2
0.03660341811330911,"CHEESE, MILK BY-PRODUCTS",2
0.023415421881308032,"CHEESE, ONIONS",2
0.024491993002287715,"CHEESE, PASTA SAUCE",2
0.020454851298613914,"CHEESE, PNT BTR/JELLY/JAMS",2
0.022607993540573273,"CHEESE, REFRGRATD DOUGH PRODUCTS",2
0.03889113174539093,"CHEESE, REFRGRATD JUICES/DRNKS",2
0.025568564123267395,"CHEESE, SALAD MIX",2
0.03337370475037007,"CHEESE, SALD DRSNG/SNDWCH SPRD",2
0.065536266989638,"CHEESE, SOFT DRINKS",2
0.027721706365226754,"CHEESE, SOUP",2
0.032835419189880234,"CHEESE, TOMATOES",2
0.04548512986139147,"CHEESE, TROPICAL FRUIT",2
0.024357421612165253,"CHEESE, VEGETABLES - ALL OTHERS",2
0.03216256223926793,"CHEESE, VEGETABLES - SHELF STABLE",2
0.021262279639348673,"CHEESE, VEGETABLES SALAD",2
0.028932848876328892,"CHEESE, YOGURT",2
0.025837706903512312,"CHEESES, DELI MEATS",2
0.02624142107387969,"CHICKEN, FLUID MILK PRODUCTS",2
0.022742564930695736,"CHICKEN, SOFT DRINKS",2
0.020320279908491456,"COFFEE, FLUID MILK PRODUCTS",2
0.020320279908491456,"COLD CEREAL, CRACKERS/MISC BKD FD",2
0.023415421881308032,"COLD CEREAL, EGGS",2
0.0594805544341273,"COLD CEREAL, FLUID MILK PRODUCTS",2
0.021127708249226215,"COLD CEREAL, FROZEN PIZZA",2
0.020051137128246535,"COLD CEREAL, LUNCHMEAT",2
0.024088278831920332,"COLD CEREAL, REFRGRATD JUICES/DRNKS",2
0.03606513255281927,"COLD CEREAL, SOFT DRINKS",2
0.03108599111828825,"COLD CEREAL, TROPICAL FRUIT",2
0.021531422419593594,"CONDIMENTS/SAUCES, EGGS",2
0.03741084645404387,"CONDIMENTS/SAUCES, FLUID MILK PRODUCTS",2
0.025972278293634774,"CONDIMENTS/SAUCES, SALD DRSNG/SNDWCH SPRD",2
0.03767998923428879,"CONDIMENTS/SAUCES, SOFT DRINKS",2
0.021800565199838515,"CONDIMENTS/SAUCES, VEGETABLES - SHELF STABLE",2
0.02974027721706365,"CONVENIENT BRKFST/WHLSM SNACKS, FLUID MILK PRODUCTS",2
0.023280850491185574,"CONVENIENT BRKFST/WHLSM SNACKS, SOFT DRINKS",2
0.020723994078858835,"CONVENIENT BRKFST/WHLSM SNACKS, TROPICAL FRUIT",2
0.021262279639348673,"COOKIES/CONES, CRACKERS/MISC BKD FD",2
0.03445027587134975,"COOKIES/CONES, FLUID MILK PRODUCTS",2
0.03579598977257435,"COOKIES/CONES, SOFT DRINKS",2
0.024895707172655095,"COOKIES/CONES, TROPICAL FRUIT",2
0.035930561162696814,"CRACKERS/MISC BKD FD, FLUID MILK PRODUCTS",2
0.020723994078858835,"CRACKERS/MISC BKD FD, SALD DRSNG/SNDWCH SPRD",2
0.03485399004171713,"CRACKERS/MISC BKD FD, SOFT DRINKS",2
0.020051137128246535,"CRACKERS/MISC BKD FD, SOUP",2
0.023953707441797874,"CRACKERS/MISC BKD FD, TROPICAL FRUIT",2
0.020185708518368994,"CRACKERS/MISC BKD FD, VEGETABLES - SHELF STABLE",2
0.02974027721706365,"DELI MEATS, FLUID MILK PRODUCTS",2
0.025299421343022474,"DELI MEATS, SOFT DRINKS",2
0.022338850760328353,"DELI MEATS, TROPICAL FRUIT",2
0.025972278293634774,"DINNER MXS:DRY, FLUID MILK PRODUCTS",2
0.024761135782532633,"DINNER MXS:DRY, SOFT DRINKS",2
0.025568564123267395,"DRY BN/VEG/POTATO/RICE, FLUID MILK PRODUCTS",2
0.020723994078858835,"DRY BN/VEG/POTATO/RICE, SOFT DRINKS",2
0.025433992733144933,"DRY NOODLES/PASTA, FLUID MILK PRODUCTS",2
0.024491993002287715,"DRY NOODLES/PASTA, PASTA SAUCE",2
0.054770555779841204,"EGGS, FLUID MILK PRODUCTS",2
0.021396851029471135,"EGGS, LUNCHMEAT",2
0.028259991925716592,"EGGS, REFRGRATD JUICES/DRNKS",2
0.03310456197012515,"EGGS, SOFT DRINKS",2
0.027452563584981833,"EGGS, TROPICAL FRUIT",2
0.020051137128246535,"EGGS, VEGETABLES - SHELF STABLE",2
0.021127708249226215,"FD WRAPS/BAGS/TRSH BG, FLUID MILK PRODUCTS",2
0.020320279908491456,"FD WRAPS/BAGS/TRSH BG, SOFT DRINKS",2
0.03875656035526847,"FLUID MILK PRODUCTS, FROZEN PIZZA",2
0.025972278293634774,"FLUID MILK PRODUCTS, FRUIT - SHELF STABLE",2
0.04225541649845243,"FLUID MILK PRODUCTS, FRZN MEAT/MEAT DINNERS",2
0.024357421612165253,"FLUID MILK PRODUCTS, HISPANIC",2
0.025164849952900012,"FLUID MILK PRODUCTS, HOT DOGS",2
0.028125420535594133,"FLUID MILK PRODUCTS, ICE CREAM/MILK/SHERBTS",2
0.04400484457004441,"FLUID MILK PRODUCTS, LUNCHMEAT",2
0.024088278831920332,"FLUID MILK PRODUCTS, MARGARINES",2
0.024761135782532633,"FLUID MILK PRODUCTS, MEAT - SHELF STABLE",2
0.032431705019512855,"FLUID MILK PRODUCTS, MILK BY-PRODUCTS",2
0.022338850760328353,"FLUID MILK PRODUCTS, ONIONS",2
0.022877136320818194,"FLUID MILK PRODUCTS, PASTA SAUCE",2
0.024626564392410174,"FLUID MILK PRODUCTS, PNT BTR/JELLY/JAMS",2
0.021531422419593594,"FLUID MILK PRODUCTS, PORK",2
0.024088278831920332,"FLUID MILK PRODUCTS, POTATOES",2
0.023953707441797874,"FLUID MILK PRODUCTS, REFRGRATD DOUGH PRODUCTS",2
0.054770555779841204,"FLUID MILK PRODUCTS, REFRGRATD JUICES/DRNKS",2
0.02866370609608397,"FLUID MILK PRODUCTS, SALAD MIX",2
0.03566141838245189,"FLUID MILK PRODUCTS, SALD DRSNG/SNDWCH SPRD",2
0.0877405463598439,"FLUID MILK PRODUCTS, SOFT DRINKS",2
0.03068227694792087,"FLUID MILK PRODUCTS, SOUP",2
0.03162427667877809,"FLUID MILK PRODUCTS, TOMATOES",2
0.06432512447853586,"FLUID MILK PRODUCTS, TROPICAL FRUIT",2
0.025972278293634774,"FLUID MILK PRODUCTS, VEGETABLES - ALL OTHERS",2
0.03579598977257435,"FLUID MILK PRODUCTS, VEGETABLES - SHELF STABLE",2
0.021396851029471135,"FLUID MILK PRODUCTS, VEGETABLES SALAD",2
0.023819136051675415,"FLUID MILK PRODUCTS, WATER - CARBONATED/FLVRD DRINK",2
0.03700713228367649,"FLUID MILK PRODUCTS, YOGURT",2
0.028932848876328892,"FROZEN PIZZA, FRZN MEAT/MEAT DINNERS",2
0.020051137128246535,"FROZEN PIZZA, LUNCHMEAT",2
0.03969856008612569,"FROZEN PIZZA, SOFT DRINKS",2
0.020454851298613914,"FRUIT - SHELF STABLE, SOFT DRINKS",2
0.020051137128246535,"FRZN MEAT/MEAT DINNERS, LUNCHMEAT",2
0.03969856008612569,"FRZN MEAT/MEAT DINNERS, SOFT DRINKS",2
0.021262279639348673,"FRZN MEAT/MEAT DINNERS, TROPICAL FRUIT",2
0.020993136859103756,"HISPANIC, SOFT DRINKS",2
0.023415421881308032,"HOT DOGS, SOFT DRINKS",2
0.03000941999730857,"ICE CREAM/MILK/SHERBTS, SOFT DRINKS",2
0.020589422688736373,"LUNCHMEAT, REFRGRATD JUICES/DRNKS",2
0.03996770286637061,"LUNCHMEAT, SOFT DRINKS",2
0.024088278831920332,"LUNCHMEAT, TROPICAL FRUIT",2
0.023415421881308032,"MEAT - SHELF STABLE, SOFT DRINKS",2
0.02866370609608397,"MILK BY-PRODUCTS, SOFT DRINKS",2
0.020993136859103756,"MILK BY-PRODUCTS, TROPICAL FRUIT",2
0.020320279908491456,"ONIONS, SOFT DRINKS",2
0.03525770421208451,"REFRGRATD JUICES/DRNKS, SOFT DRINKS",2
0.02974027721706365,"REFRGRATD JUICES/DRNKS, TROPICAL FRUIT",2
0.021396851029471135,"SALAD MIX, SOFT DRINKS",2
0.03000941999730857,"SALD DRSNG/SNDWCH SPRD, SOFT DRINKS",2
0.027856277755349212,"SOFT DRINKS, SOUP",2
0.026106849683757233,"SOFT DRINKS, TOMATOES",2
0.04494684430090163,"SOFT DRINKS, TROPICAL FRUIT",2
0.020589422688736373,"SOFT DRINKS, VEGETABLES - ALL OTHERS",2
0.028798277486206433,"SOFT DRINKS, VEGETABLES - SHELF STABLE",2
0.029201991656573813,"SOFT DRINKS, WATER - CARBONATED/FLVRD DRINK",2
0.02624142107387969,"SOFT DRINKS, YOGURT",2
0.020185708518368994,"SOUP, VEGETABLES - SHELF STABLE",2
0.025972278293634774,"TOMATOES, TROPICAL FRUIT",2
0.021800565199838515,"TOMATOES, VEGETABLES SALAD",2
0.020051137128246535,"TROPICAL FRUIT, VEGETABLES - ALL OTHERS",2
0.023953707441797874,"TROPICAL FRUIT, VEGETABLES - SHELF STABLE",2
0.027317992194859374,"TROPICAL FRUIT, YOGURT",2
0.03202799084914547,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, BEEF",3
0.03929484591575831,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, CHEESE",3
0.020589422688736373,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, COLD CEREAL",3
0.021396851029471135,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES",3
0.020051137128246535,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",3
0.03969856008612569,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS",3
0.021531422419593594,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, FROZEN PIZZA",3
0.022877136320818194,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, LUNCHMEAT",3
0.04319741622930965,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, SOFT DRINKS",3
0.023011707710940653,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, TROPICAL FRUIT",3
0.027721706365226754,"BAG SNACKS, BEEF, CHEESE",3
0.023415421881308032,"BAG SNACKS, BEEF, FLUID MILK PRODUCTS",3
0.02691427802449199,"BAG SNACKS, BEEF, SOFT DRINKS",3
0.03202799084914547,"BAG SNACKS, CHEESE, FLUID MILK PRODUCTS",3
0.031220562508410713,"BAG SNACKS, CHEESE, SOFT DRINKS",3
0.03350827614049253,"BAG SNACKS, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.022204279370205894,"BAG SNACKS, FLUID MILK PRODUCTS, TROPICAL FRUIT",3
0.022338850760328353,"BAG SNACKS, FROZEN PIZZA, SOFT DRINKS",3
0.021665993809716056,"BAKED BREAD/BUNS/ROLLS, BAKED SWEET GOODS, FLUID MILK PRODUCTS",3
0.03808370340465617,"BAKED BREAD/BUNS/ROLLS, BEEF, CHEESE",3
0.023146279101063115,"BAKED BREAD/BUNS/ROLLS, BEEF, CONDIMENTS/SAUCES",3
0.021935136589960973,"BAKED BREAD/BUNS/ROLLS, BEEF, EGGS",3
0.03929484591575831,"BAKED BREAD/BUNS/ROLLS, BEEF, FLUID MILK PRODUCTS",3
0.03741084645404387,"BAKED BREAD/BUNS/ROLLS, BEEF, SOFT DRINKS",3
0.022607993540573273,"BAKED BREAD/BUNS/ROLLS, BEEF, TROPICAL FRUIT",3
0.020993136859103756,"BAKED BREAD/BUNS/ROLLS, BEEF, VEGETABLES - SHELF STABLE",3
0.021396851029471135,"BAKED BREAD/BUNS/ROLLS, CANNED JUICES, FLUID MILK PRODUCTS",3
0.026510563854124612,"BAKED BREAD/BUNS/ROLLS, CHEESE, COLD CEREAL",3
0.025433992733144933,"BAKED BREAD/BUNS/ROLLS, CHEESE, CONDIMENTS/SAUCES",3
0.020993136859103756,"BAKED BREAD/BUNS/ROLLS, CHEESE, COOKIES/CONES",3
0.024222850222042795,"BAKED BREAD/BUNS/ROLLS, CHEESE, CRACKERS/MISC BKD FD",3
0.027721706365226754,"BAKED BREAD/BUNS/ROLLS, CHEESE, EGGS",3
