antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
"CHEESE, COOKIES/CONES",BAKED BREAD/BUNS/ROLLS,0.027183420804736912,0.2228502220427937,0.020993136859103756,0.7722772277227723,3.4654541541110633,1.0,0.014935305496885438,3.4127011988555584,0.7313172371963353,0.09165687426556993,0.706976983412627,0.43324006313674845,"CHEESE, COOKIES/CONES",BAKED BREAD/BUNS/ROLLS
"BAG SNACKS, BEEF, CHEESE",BAKED BREAD/BUNS/ROLLS,0.027721706365226754,0.2228502220427937,0.021396851029471135,0.7718446601941747,3.4635130856901646,1.0,0.015219062610575226,3.4062309416847762,0.7315557876868839,0.09336465061655902,0.7064203757407641,0.43392957647389896,"BAG SNACKS, BEEF, CHEESE",BAKED BREAD/BUNS/ROLLS
"BAG SNACKS, CHEESE, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS,0.03202799084914547,0.2228502220427937,0.024626564392410174,0.7689075630252101,3.4503333942272563,1.0,0.017489119520093542,3.3629390391602754,0.7336709414663163,0.10695499707773232,0.7026410564225691,0.4397074047010109,"BAG SNACKS, CHEESE, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS
"BAKED BREAD/BUNS/ROLLS, LUNCHMEAT",CHEESE,0.04979141434531019,0.16431166733952363,0.02799084914547167,0.5621621621621621,3.421316156451291,1.0,0.01980953883520068,1.9086708832368902,0.7447994400444479,0.1503976861894432,0.47607520564042294,0.3662571662571662,"BAKED BREAD/BUNS/ROLLS, LUNCHMEAT",CHEESE
"FLUID MILK PRODUCTS, SOFT DRINKS, TROPICAL FRUIT",BAKED BREAD/BUNS/ROLLS,0.026645135244247074,0.2228502220427937,0.020185708518368994,0.7575757575757575,3.3994839701361435,1.0,0.014247834212828266,3.2057428340734746,0.7251596847781004,0.0880281690140845,0.6880598189689098,0.4240777338603425,"FLUID MILK PRODUCTS, SOFT DRINKS, TROPICAL FRUIT",BAKED BREAD/BUNS/ROLLS
"BEEF, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS,0.03041313416767595,0.2228502220427937,0.023011707710940653,0.7566371681415929,3.3952722200846477,1.0,0.01623413400865679,3.193379087605974,0.7276014463640016,0.09994155464640561,0.6868520859671302,0.42994901885340514,"BEEF, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS
"BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES",CHEESE,0.045619701251513926,0.16431166733952363,0.025433992733144933,0.5575221238938053,3.3930769063512423,1.0,0.017938143556977728,1.8886556318126766,0.7389949775736578,0.13785557986870894,0.47052285066906074,0.35615663934248004,"BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES",CHEESE
"CHEESE, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS,0.034181133091104834,0.2228502220427937,0.025837706903512312,0.7559055118110235,3.3919890448476546,1.0,0.018220433804485316,3.1838071548569404,0.7301449073429008,0.11175785797438882,0.6859106248082625,0.43592377039826535,"CHEESE, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS
"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",CHEESE,0.03794913201453371,0.16431166733952363,0.020993136859103756,0.5531914893617021,3.366720685869622,1.0,0.014757651703708026,1.8703500778591615,0.7307046709060977,0.1158129175946548,0.465340733888375,0.340477808562915,"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",CHEESE
"BAKED BREAD/BUNS/ROLLS, VEGETABLES - SHELF STABLE",CHEESE,0.03808370340465617,0.16431166733952363,0.020993136859103756,0.5512367491166078,3.354824146343581,1.0,0.014735540054220807,1.8622031349835813,0.7297119151134259,0.11572700296735905,0.46300165582697467,0.3395004384403678,"BAKED BREAD/BUNS/ROLLS, VEGETABLES - SHELF STABLE",CHEESE
"CHEESE, SOUP",BAKED BREAD/BUNS/ROLLS,0.027721706365226754,0.2228502220427937,0.020723994078858835,0.7475728155339806,3.3545975798508514,1.0,0.014546205659962926,3.078708735753548,0.7219143486271514,0.09016393442622951,0.6751885008195688,0.4202839923080531,"CHEESE, SOUP",BAKED BREAD/BUNS/ROLLS
"BAG SNACKS, CHEESE, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS,0.031220562508410713,0.2228502220427937,0.023280850491185574,0.7456896551724137,3.3461472388805595,1.0,0.016323341203885327,3.0559109912893523,0.7237445470509312,0.10087463556851313,0.6727653381101656,0.4250791271031151,"BAG SNACKS, CHEESE, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS
HISPANIC,CHEESE,0.04925312878482035,0.16431166733952363,0.027048849414614454,0.5491803278688525,3.3423087767350066,1.0,0.018955985702292337,1.853708665174148,0.7371106252178597,0.145021645021645,0.46054090441118245,0.35689974624400855,HISPANIC,CHEESE
"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",BAG SNACKS,0.03794913201453371,0.1586596689543803,0.020051137128246535,0.5283687943262412,3.3302022990994895,1.0,0.014030140405714542,1.7838945365027425,0.7273190693587408,0.11356707317073172,0.43942874450388647,0.32737354050493567,"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES",BAG SNACKS
"BAKED BREAD/BUNS/ROLLS, FROZEN PIZZA",CHEESE,0.03794913201453371,0.16431166733952363,0.020723994078858835,0.5460992907801419,3.323557600153345,1.0,0.014488508923463105,1.841125857892612,0.7266950422636533,0.11415863602668644,0.45685407887073015,0.336112708453134,"BAKED BREAD/BUNS/ROLLS, FROZEN PIZZA",CHEESE
"BEEF, CHEESE, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS,0.031489705288655634,0.2228502220427937,0.023280850491185574,0.7393162393162392,3.317547689830298,1.0,0.016263362675546532,2.98119750888502,0.7212856031053401,0.10075713453698311,0.6645643245643245,0.42189241917502784,"BEEF, CHEESE, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS
"BAKED BREAD/BUNS/ROLLS, COLD CEREAL",CHEESE,0.04884941461445297,0.16431166733952363,0.026510563854124612,0.5426997245179063,3.302867856586864,1.0,0.018484035090264153,1.8274389443117642,0.7330414623426094,0.14203316510454217,0.4527860954738424,0.3520214429305338,"BAKED BREAD/BUNS/ROLLS, COLD CEREAL",CHEESE
"BAG SNACKS, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS,0.03350827614049253,0.2228502220427937,0.024626564392410174,0.7349397590361446,3.297909027414004,1.0,0.017159237614230168,2.931974162293097,0.7209348507881727,0.10627177700348434,0.6589328743545612,0.4227235027064781,"BAG SNACKS, FLUID MILK PRODUCTS, SOFT DRINKS",BAKED BREAD/BUNS/ROLLS
"CANNED JUICES, FLUID MILK PRODUCTS",CHEESE,0.03700713228367649,0.16431166733952363,0.020051137128246535,0.5418181818181819,3.2975027920482467,1.0,0.013970433519261338,1.8239229482669128,0.7235154429942864,0.11061618411284335,0.4517312252964427,0.3319246519246519,"CANNED JUICES, FLUID MILK PRODUCTS",CHEESE
"BAG SNACKS, FLUID MILK PRODUCTS",CHEESE,0.059211411653882384,0.16431166733952363,0.03202799084914547,0.5409090909090909,3.2919700692427964,1.0,0.022298865074769154,1.8203112196564832,0.7400499321456518,0.1672522839072382,0.4506433904259991,0.3679156429156429,"BAG SNACKS, FLUID MILK PRODUCTS",CHEESE
"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, SOFT DRINKS",CHEESE,0.04319741622930965,0.16431166733952363,0.023280850491185574,0.5389408099688473,3.279991121112616,1.0,0.016183011005788308,1.812540235027114,0.7265042316041072,0.12636961285609935,0.44828810932021,0.3403139758279945,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, SOFT DRINKS",CHEESE
"BAKED BREAD/BUNS/ROLLS, TOMATOES",CHEESE,0.03727627506392141,0.16431166733952363,0.020051137128246535,0.5379061371841156,3.273694107629126,1.0,0.013926210220286901,1.8084817823980626,0.7214267889743007,0.11045218680504076,0.44705000087200697,0.3299686296076188,"BAKED BREAD/BUNS/ROLLS, TOMATOES",CHEESE
"BAG SNACKS, BAKED BREAD/BUNS/ROLLS",CHEESE,0.07307226483649576,0.16431166733952363,0.03929484591575831,0.5377532228360958,3.2727634716584997,1.0,0.027288220244198448,1.8078835244407918,0.7491930576106152,0.19836956521739132,0.4468670207560432,0.3884507309921675,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS",CHEESE
"CHEESE, CONDIMENTS/SAUCES",BAKED BREAD/BUNS/ROLLS,0.03498856143183959,0.2228502220427937,0.025433992733144933,0.7269230769230769,3.261935618729097,1.0,0.017636784049101552,2.845900595336248,0.7185754792783101,0.10943833236826866,0.6486173826173826,0.42052675585284277,"CHEESE, CONDIMENTS/SAUCES",BAKED BREAD/BUNS/ROLLS
"BAG SNACKS, LUNCHMEAT",BAKED BREAD/BUNS/ROLLS,0.031489705288655634,0.2228502220427937,0.022877136320818194,0.7264957264957265,3.2600179611049174,1.0,0.015859648505179152,2.8414538756560352,0.71579334526641,0.09883720930232559,0.648067488067488,0.4145763656633222,"BAG SNACKS, LUNCHMEAT",BAKED BREAD/BUNS/ROLLS
BACON,CHEESE,0.03794913201453371,0.16431166733952363,0.020320279908491456,0.5354609929078015,3.258812971578929,1.0,0.014084794753095726,1.7989626703072852,0.7204814455594678,0.11168639053254438,0.4441240963442629,0.32956505828846255,BACON,CHEESE
HOT DOGS,BAKED BREAD/BUNS/ROLLS,0.053559413268739066,0.2228502220427937,0.03889113174539093,0.7261306532663317,3.258379761124463,1.0,0.02695540460597068,2.8376661617153047,0.732321724032576,0.16373937677053824,0.6475977289042617,0.45032378073944607,HOT DOGS,BAKED BREAD/BUNS/ROLLS
"BEEF, EGGS",BAKED BREAD/BUNS/ROLLS,0.030278562777553492,0.2228502220427937,0.021935136589960973,0.7244444444444444,3.250813204508857,1.0,0.01518755215184651,2.8203016135543777,0.7140036677002294,0.09487776484284051,0.6454279942279942,0.41143719806763285,"BEEF, EGGS",BAKED BREAD/BUNS/ROLLS
"EGGS, FLUID MILK PRODUCTS",CHEESE,0.054770555779841204,0.16431166733952363,0.029201991656573813,0.5331695331695332,3.244867158872073,1.0,0.020202550315275722,1.790132375751652,0.7319079810629521,0.15379163713678243,0.4413820935560066,0.35544635544635544,"EGGS, FLUID MILK PRODUCTS",CHEESE
"BAKED BREAD/BUNS/ROLLS, BEEF",CHEESE,0.07145740815502624,0.16431166733952363,0.03808370340465617,0.5329566854990584,3.2435717689954977,1.0,0.02634241752694294,1.7893165509786813,0.7449285604547551,0.19264805990469708,0.4411273961261679,0.38236695863814507,"BAKED BREAD/BUNS/ROLLS, BEEF",CHEESE
"LUNCHMEAT, SOFT DRINKS",CHEESE,0.03996770286637061,0.16431166733952363,0.021262279639348673,0.531986531986532,3.2376674194856014,1.0,0.014695119741644662,1.7856074446054784,0.7199087628152581,0.11617647058823528,0.43996649262349746,0.3306943306943307,"LUNCHMEAT, SOFT DRINKS",CHEESE
"BAKED BREAD/BUNS/ROLLS, CHEESE, COLD CEREAL",FLUID MILK PRODUCTS,0.026510563854124612,0.24047907414883596,0.020589422688736373,0.7766497461928934,3.229593880223498,1.0,0.01421418683793289,3.4005823271063482,0.709163879356922,0.0835608956854178,0.7059327186320679,0.4311340504887243,"BAKED BREAD/BUNS/ROLLS, CHEESE, COLD CEREAL",FLUID MILK PRODUCTS
"CONDIMENTS/SAUCES, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS,0.03741084645404387,0.2228502220427937,0.02691427802449199,0.7194244604316546,3.228286935668856,1.0,0.018577262585399455,2.769841516309017,0.7170641688801902,0.11534025374855825,0.6389685135008876,0.420098703645779,"CONDIMENTS/SAUCES, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS
DINNER MXS:DRY,CHEESE,0.04656170098237115,0.16431166733952363,0.024491993002287715,0.5260115606936416,3.201303773558109,1.0,0.016841362279709976,1.763098555491005,0.7212079381451293,0.13140794223826716,0.4328167322889615,0.33753485487589535,DINNER MXS:DRY,CHEESE
"DELI MEATS, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS,0.02974027721706365,0.2228502220427937,0.021127708249226215,0.7104072398190046,3.1878237917240475,1.0,0.014500080867789342,2.6835953270084785,0.7073429507849148,0.09127906976744188,0.6273655756008698,0.40260700155201434,"DELI MEATS, FLUID MILK PRODUCTS",BAKED BREAD/BUNS/ROLLS
"BAKED BREAD/BUNS/ROLLS, HOT DOGS",CHEESE,0.03889113174539093,0.16431166733952363,0.020320279908491456,0.5224913494809689,3.1798797854161176,1.0,0.013930013206685195,1.750100928542592,0.7132622802153477,0.1111111111111111,0.4286043829296425,0.32308023657504625,"BAKED BREAD/BUNS/ROLLS, HOT DOGS",CHEESE
"BAG SNACKS, COLD CEREAL",BAKED BREAD/BUNS/ROLLS,0.029067420266451354,0.2228502220427937,0.020589422688736373,0.7083333333333333,3.1785175120772946,1.0,0.014111741628146487,2.6645135244247067,0.7059068117891647,0.08900523560209422,0.6246969696969696,0.40036231884057966,"BAG SNACKS, COLD CEREAL",BAKED BREAD/BUNS/ROLLS
"BAG SNACKS, CONDIMENTS/SAUCES",BAKED BREAD/BUNS/ROLLS,0.030278562777553492,0.2228502220427937,0.021396851029471135,0.7066666666666667,3.171038647342995,1.0,0.014649266591356671,2.6493742430359304,0.7060232824847219,0.09233449477351918,0.622552380952381,0.4013405797101449,"BAG SNACKS, CONDIMENTS/SAUCES",BAKED BREAD/BUNS/ROLLS
MILK BY-PRODUCTS,CHEESE,0.07038083703404656,0.16431166733952363,0.03660341811330911,0.5200764818355641,3.1651829127928557,1.0,0.02503902543149363,1.7412948126750167,0.7358524004564189,0.18478260869565216,0.4257147079742475,0.3714223523018934,MILK BY-PRODUCTS,CHEESE
"BEEF, FLUID MILK PRODUCTS",CHEESE,0.06069169694522945,0.16431166733952363,0.031489705288655634,0.5188470066518848,3.1577003328666304,1.0,0.02151735136991991,1.7368453365432024,0.7274649180809639,0.1627260083449235,0.42424349539938094,0.3552465991490382,"BEEF, FLUID MILK PRODUCTS",CHEESE
